Station_Name,total_trains,unique_trains
MAVAL,6,6
KATA ROAD,6,6
CHUCHELA KAL,6,6
CLUTTERBUCKG,6,6
CINNAMARA,6,6
DIGSAR,6,6
DIDARGANJ RO,6,6
JAULKA HALT,6,6
NILAMBAZAR,6,6
BHAWANIPATNA,6,6
BHAVANI NAGA,6,6
SERNDANUR,6,6
JARANGDIH,6,6
JARANDESHWAR,6,6
NIMSHIRGAON,6,6
NIMKANA,6,6
NIMIAGHAT,6,6
NIMBHORA,6,6
JAWAHAR NAGA,6,6
SENDURAI,6,6
SENCHOA JN,6,6
SENAPURA,6,6
TALNI,6,6
CHUREB,6,6
KASTURI (HAL,6,6
KASTLA-KASMA,6,6
KASHTI,6,6
BALSAMAND,6,6
MATMARI,6,6
MATLABPUR,6,6
MATHUR,6,6
SELOO ROAD,6,6
SEHAL HALT,6,6
NIZ-SARIHA,6,6
NIWAS ROAD,6,6
NIPANI VADGA,6,6
JAMUNIATANR,6,6
JASIA  HALT,6,6
JASHAPUR,6,6
BHUDA,6,6
MATATILA,6,6
MASARAHALLI,6,6
MASANIWALA,6,6
BHORAS BUDRU,6,6
BHOPALKA,6,6
TANDARAI,6,6
JAMDHA,6,6
NIZCHATIA,6,6
NIZBARGANJ,6,6
NIZAMPUR,6,6
BHAWANIPUR B,6,6
ANUPGANJ,6,6
ANNECHAKANAH,6,6
SAVNI,6,6
SAVDA,6,6
SAVARDA,6,6
SATNAUR BADE,6,6
SATHIN ROAD,6,6
NURNAGAR  HA,6,6
NURABAD,6,6
NUMALIGARH R,6,6
NUA,6,6
TARCHHERA BA,6,6
CHONDI,6,6
CHOLANG,6,6
KATAR SINGH,6,6
MARWAR- BALI,6,6
MARWAR MATHA,6,6
MARWAR LOHAW,6,6
CHITRAWAD,6,6
CHITRASANI,6,6
TARADEVI,6,6
TANIJAN,6,6
NOSARIA  HAL,6,6
NONERA,6,6
JAMSAR,6,6
JAMMALAMADUG,6,6
JAMBARA,6,6
JAM JODHPUR,6,6
OBLAPURAM,6,6
MARSUL,6,6
MARKUNDI,6,6
KATHOLA (HAL,6,6
KATHARA ROAD,6,6
CHITALI,6,6
CHITAHARA,6,6
CHIRAKKAL HA,6,6
TATASIGUA,6,6
TARIGHAT,6,6
NYORIYA HUSE,6,6
NYOLIKALAN,6,6
JALIADEWANI,6,6
JALALSI PH,6,6
BAGESHPURA,6,6
BAGARPUR HAL,6,6
BAGAHAI ROAD,6,6
ODDANCHATRAM,6,6
DODJALA,6,6
TELIA,6,6
TEKKALI,6,6
KATGHAR,6,6
KATEPURNA,6,6
MARGHERITA,6,6
MARANDAHALLI,6,6
MAONDA,6,6
MANUGURU,6,6
KAULSERI,6,6
SATADHAR,6,6
SASAN GIR,6,6
JAKHAURA,6,6
ODHA,6,6
KATHUWAS,6,6
MANU,6,6
MANTATTI,6,6
MANOPAD,6,6
AMARSAR,6,6
AMARPUR-JORA,6,6
AMANVADI,6,6
TELIAMURA,6,6
PACHAR MALIK,6,6
OTTIVAKKAM,6,6
OTTAKOVIL,6,6
ORWARA,6,6
ORKI HALT,6,6
ORDI,6,6
OOTWARD,6,6
DOMJUR ROAD,6,6
DOMJUR,6,6
DOLKALLU,6,6
BAMOUR GAON,6,6
BAMANHAT,6,6
BARI,6,6
CHICHAKI,6,6
THADI,6,6
SARSONPURI,6,6
SARSI,6,6
SAROLA,6,6
SAROBAG,6,6
JAJAU,6,6
JAJANPATTI,6,6
BEDHAM,6,6
PADIYA NAGLA,6,6
PADHEGAON,6,6
PADAPAHAR,6,6
SARMATANR,6,6
CHHATA-ASCHA,6,6
CHHANDRAULI,6,6
THARWAI,6,6
SARDARSAHAR,6,6
DUDHAUNDA (H,6,6
DUBIA,6,6
PAKARIYA ROA,6,6
PAHARJAGANGA,6,6
PADNUR H,6,6
THOKUR,6,6
THIRUTHURAIY,6,6
THIPPARTHI,6,6
CHHINTANWALA,6,6
KAYASTHAGRAM,6,6
BARIPURA,6,6
MANIK CHAURI,6,6
MANIA,6,6
BEDETTI,6,6
JAIJON DOABA,6,6
JAGITYAL,6,6
DORNAHALLI,6,6
SARAI RANI,6,6
SARAHULA HAL,6,6
DULMERA,6,6
CHERUKUVADA,6,6
ALLURUROAD,6,6
TIKAULI RAWA,6,6
MANGIAKAMI,6,6
MANGANALLUR,6,6
MANDURA,6,6
TIKARIYA,6,6
SAPATGRAM,6,6
SANWARA HALT,6,6
SANVRAD,6,6
SANVATSAR,6,6
SANODIYA,6,6
ARAND,6,6
DUNGAR ROAD,6,6
JADOLI KA BA,6,6
JABRI,6,6
MANDHALI,6,6
KELAMANGALAM,6,6
KELA DEVI,6,6
CHHALESAR,6,6
CHERUVU MADH,6,6
BADHARI KALA,6,6
BADHAL,6,6
JAGDEVWALA,6,6
DUMRIKHURD,6,6
DUMRI BIHAR,6,6
DUMMURIPUT,6,6
BHUPAL SAGAR,6,6
KEKATUMAR,6,6
MANDAR HILL,6,6
MANDALGHAT,6,6
MANDA PADU,6,6
TIMTALA,6,6
TIMMAPURAM H,6,6
TIMMANACHERL,6,6
DULRASAR,6,6
ARABAGATTA,6,6
INNANJE,6,6
PANBARI,6,6
PANANGUDI,6,6
PAMAN,6,6
ITIKYALA,6,6
ITEHAR,6,6
TIPKAI,6,6
MANA,6,6
MAMBALAPPATT,6,6
MALUPOTA,6,6
MALUKA,6,6
BAND HAMIRPU,6,6
PANDOLI,6,6
PANDILLAPALL,6,6
PANDETOLA,6,6
KULTHAM ABDU,6,6
IQBAL GADH,6,6
SANKRA   HAL,6,6
SANKAVAL,6,6
SANKARA GUMM,6,6
WARUD ORANGE,6,6
SANJARPUR (H,6,6
KHABRA KALAN,6,6
KEUTIGUA,6,6
BANBIHARI -,6,6
CHAVADIPALAY,6,6
RAJIM,6,6
TIPLING,6,6
SANHA HALT,6,6
BHATEL,6,6
BHATASA (HAL,6,6
BEHAJ,6,6
INDEMAU,6,6
PANISAGAR,6,6
PANGARSHINDE,6,6
CHAUBE,6,6
CHATRAPPATTI,6,6
ALAWAL PUR,6,6
ALAPPAKKAM,6,6
TIRUPPACHETT,6,6
AMLI,6,6
BANAGALAPALL,6,6
MALSAILU HAL,6,6
MALLEMADUGU,6,6
KUND,6,6
KUBERPUR,6,6
DUNGRIPALI,6,6
KULHA HALT,6,6
EDAMANN,6,6
ICHCHANGADU,6,6
KUMRADOL,6,6
PANTIHAL PH,6,6
BARGACHIA,6,6
KHAJURHAT,6,6
KHAJRAHA,6,6
GODHA,6,6
MALKISAR,6,6
MALKHED,6,6
MALKERA JN,6,6
GOLAGHAT,6,6
CHAUBISI,6,6
BHAGEGA,6,6
PANOH,6,6
BELLAM KONDA,6,6
GOBINDPUR DU,6,6
PAPPINISSERI,6,6
PAPARERA,6,6
SAMHON,6,6
SAMBRE,6,6
ETMADPUR,6,6
RAMGARH,6,6
CHATAUD,6,6
MALETHU KANA,6,6
TIVARI,6,6
TIRUPPUVANAM,6,6
BADA PADAGAO,6,6
YEDAPALLI  H,6,6
HUMNABAD,6,6
EKDIL,6,6
SAMARALA,6,6
YEULKHED,6,6
BHARAT KHAND,6,6
ABHAYAPURI A,6,6
TUFANGANJ,6,6
CHAR BATIA,6,6
MAKUDI,6,6
MAKRAULI,6,6
MAKARDAHA,6,6
KHAPRI,6,6
KHANJA HALT,6,6
TRILOKPUR (H,6,6
TRIBEDIGANJ,6,6
BHANGALA,6,6
AREPALLI HAL,6,6
ACHEGAON,6,6
ARAVALI ROAD,6,6
ARANGMAHANAD,6,6
SALOGRA,6,6
PARISAL,6,6
PARIHARA,6,6
PAREWADI,6,6
BELSONDA,6,6
PARLAKIMIDI,6,6
PARKHAM,6,6
PARJANI  HAL,6,6
HIRODIH,6,6
ACHAL GANJ,6,6
FARIDAHA,6,6
FARAH,6,6
FALIMARI,6,6
KHANDEL,6,6
ABUTARA HALT,6,6
KHAMKHED,6,6
MAJU (PH),6,6
MAJNUPUR NAW,6,6
MAJHOLA PAKA,6,6
KHARKHAUDA,6,6
KHARKHARI,6,6
ALAM PUR ROA,6,6
AKOLNER,6,6
AKKARAIPPATT,6,6
SOMALAPURAM,6,6
SALEM MARKET,6,6
PATAKOTTACHE,6,6
PATA,6,6
SOLAN,6,6
BELVANDI,6,6
SALARPUR,6,6
SKPARA,6,6
DEVANHALLI,6,6
SALAGAON,6,6
SAKLESHPUR,6,6
MAHUGARA,6,6
KHARIA KHANG,6,6
KHARI - JHAL,6,6
MAISAR KHANA,6,6
BIHAT HALT,6,6
TURINJAPURAM,6,6
TUPKADIH,6,6
TUNIA,6,6
TUNG,6,6
KALEM,6,6
HETAMPUR,6,6
PATARA,6,6
PATAPATNAM,6,6
N.PANAKUDI,6,6
SAILA KHURD,6,6
UDASAR,6,6
UBARNI,6,6
CHANDSARA HA,6,6
MAILAM,6,6
MAHWA,6,6
MAHUWALA HAL,6,6
KHATKAR KALA,6,6
MAHROI,6,6
KALMESHWAR,6,6
MAHOLI,6,6
SAIDKHANPUR,6,6
BABA BAKALA,6,6
HINDOL ROAD,6,6
GACHHIPURA,6,6
G.RAMACHANDR,6,6
KALLUR YEDAH,6,6
NAGALWANCHA,6,6
DEROWAN PH,6,6
SIWAHA,6,6
MAHENDRALALN,6,6
BANGA,6,6
BANESWAR,6,6
KHIRIA KHURD,6,6
SIVAPUR,6,6
KHILERIYAN,6,6
CHANDKHEDA R,6,6
UGAON,6,6
GAISAL,6,6
HELAK,6,6
HEBBAL,6,6
HBL NAGAR H,6,6
HATWAR,6,6
BABUGARH,6,6
SITAPUR KUTC,6,6
BABHANJYOTIY,6,6
UMERDASHI,6,6
UMED,6,6
KHERVADI,6,6
KHERA SANDHA,6,6
KHEMLI,6,6
BANDHUA KALA,6,6
DHABLAN,6,6
MAHANGARWAL,6,6
CHANDAR,6,6
CHANDANPAHAR,6,6
KAMRUP KHETR,6,6
BABHAN GAON,6,6
BABAGANJ HAL,6,6
PAUTA (HALT),6,6
PATWARA,6,6
KAMPIL ROAD,6,6
GAIGAON,6,6
SAGONI,6,6
SAGMA,6,6
SAFRAI,6,6
SAFIDON,6,6
KAMLI,6,6
PEEPLEE - KA,6,6
PEDDANAYAKKA,6,6
PEDDADINNE H,6,6
PEDDA BRAHMA,6,6
CHALALA,6,6
UPLETA,6,6
UNDASA MADHA,6,6
UNCHI BASSI,6,6
UNCHAULIA,6,6
MAHADIA PH,6,6
MAHADEVASAL,6,6
KHORI,6,6
CHAMROLA,6,6
KAMBARGANVI,6,6
KAMARGANJ,6,6
PERASHSHANNU,6,6
PENGANGA,6,6
PENCHARTHAL,6,6
HARTHALA,6,6
HARSINGHPUR,6,6
BHANDAK,6,6
BAKHLETA,6,6
BHALUMASKA,6,6
BHALULATA,6,6
BAKAYANWALA,6,6
BIJROTHA,6,6
MADURAI EAST,6,6
MADLAUDA,6,6
KHUNDAUR,6,6
KHUMGAON BUR,6,6
BIJAULI,6,6
CHALLAKERE,6,6
SADDA SINGHW,6,6
SADASHIBAPUR,6,6
DEPUR PH,6,6
HARICHANDANP,6,6
DEORAKOT,6,6
PERIYANAGATH,6,6
HARKIA KHAL,6,6
HARISHDADPUR,6,6
HARISCHANDRA,6,6
ARNIYA,6,6
ARNETHA,6,6
CARRON,6,6
KHUKRANA HAL,6,6
BAISWARA,6,6
KHUDDA KORAL,6,6
NAGAVANGALA,6,6
BANGRIPOSI,6,6
NAGARUR,6,6
CHAKRAJ MAL,6,6
CHAKRA ROAD,6,6
ARJUNAHALLI,6,6
ARJANSAR,6,6
GANGADHARA,6,6
AYYALUR,6,6
PHARIHA,6,6
BHANDU MOTI,6,6
RUNKUTA,6,6
CAPPER QUARR,6,6
MACHERLA,6,6
MACHAPUR,6,6
KILLE,6,6
KILANWALI PU,6,6
KHUTHA,6,6
KALANAD HALT,6,6
GANGRAR,6,6
DEWANGANJ,6,6
GANGAULI (HA,6,6
BAAD,6,6
HARDUA,6,6
DEVARAYI,6,6
BAKAINA HALT,6,6
MABBI HALT,6,6
BARBATPUR,6,6
VADIPPATTI,6,6
VADADIYA,6,6
UTTARKATHANI,6,6
BAJUD,6,6
RUKHI HALT,6,6
ROSHAN MAU H,6,6
MURHESI RAMP,6,6
GARKHA F,6,6
GARHSHANKAR,6,6
HAMPAPURA,6,6
HAMIRPUR ROA,6,6
HALVAD,6,6
PINGLESHWAR,6,6
BARAYLA CHAU,6,6
LOTAPAHAR,6,6
LORHA,6,6
LOLIYA,6,6
BURHA PANKA,6,6
BURGULA HALT,6,6
BUNDKI,6,6
MURAHARA,6,6
VAIYAMPATTI,6,6
PIMPLA CHAUR,6,6
PIMPALKHUTI,6,6
PILU KHERA,6,6
MUNSIRHAT PH,6,6
PIPLI,6,6
PIPARPUR,6,6
PINGORA,6,6
BARYA RAM,6,6
BHIMAL,6,6
VAMBORI,6,6
VALI GONDA,6,6
BURHPURA,6,6
BANKRA NAYAB,6,6
LOHTA,6,6
LOHOGAD,6,6
KISONI,6,6
KISHAN-MANPU,6,6
KIRTYANAND N,6,6
KIRODA,6,6
BAREILLY CAN,6,6
GAROPARA HAL,6,6
GARNA SAHIB,6,6
RIBADA,6,6
REVELGANJ GH,6,6
RETHORAKALAN,6,6
PIRWA,6,6
PIRUMADARA (,6,6
PIPRITHAN,6,6
HALLIKHED,6,6
HALIYURU,6,6
HALDI ROAD,6,6
HALDHARPUR F,6,6
HADGAON ROAD,6,6
SONADA,6,6
HADALA BHAL,6,6
HABIBWALA,6,6
AMRELI PARA,6,6
AHRAURA ROAD,6,6
AHMEDABAD JN,6,6
AMRELI,6,6
LOHA   HALT,6,6
KODIGEHALLI,6,6
BUDNI,6,6
NAGSAR HALT,6,6
BUDHMA,6,6
BUDHI,6,6
BUDHA KHERA,6,6
BILOCHPURA (,6,6
POKARAN,6,6
GURUSAR SEHN,6,6
GURUJALA,6,6
GURUDIJHATIA,6,6
BHABHAR,6,6
POSOITA,6,6
PORA,6,6
POODOOR,6,6
GAUTAMDHARA,6,6
KALA BAKRA,6,6
KITHAM,6,6
LINGAM GUNTL,6,6
KAKRALA HALT,6,6
LELIGUMMA,6,6
BRIJ NAGAR,6,6
AJAKOLLU HAL,6,6
GAURIYAMAU,6,6
RENTACHIN TA,6,6
REDDI GUDEM,6,6
GHATKAVARANA,6,6
PRITHWIRAJPU,6,6
PRACHI ROAD,6,6
HABANGHATTA,6,6
GWALIOR (NG),6,6
SISAUNA,6,6
PUDUCHATIRAM,6,6
GHATERA,6,6
GHANTIKAL NI,6,6
SRAVANUR,6,6
RAYATPURA,6,6
RAYARU,6,6
RAYALCHERUVU,6,6
BRAHMAJAN,6,6
BOXIRHAT,6,6
LAYABAD,6,6
LASERI  HALT,6,6
KOILAKUNTLA,6,6
BORVIHIR,6,6
DEBARI,6,6
BORKHEDI,6,6
VARVALA,6,6
VARAKALPATTU,6,6
MUNDHA PANDE,6,6
AJARKA,6,6
RAYAKOTTAI,6,6
RAYAKA,6,6
RAYA DRUG,6,6
RAWANJNA,6,6
GUNJARIA,6,6
PULLAMPET,6,6
PULLAMBADI,6,6
PUKKIRAVARI,6,6
BETTAHALASUR,6,6
BETTADANAGEN,6,6
RAVLI,6,6
KOHIR(DECCAN,6,6
KODUMUNDA HA,6,6
KONA PH,6,6
KOMAKHAN,6,6
KOLVAGRAM,6,6
VEER,6,6
MULVAD,6,6
ASAN,6,6
ARUPPUKKOTTA,6,6
RAUZAGAON,6,6
BHAKRAULI,6,6
BHAJERA,6,6
BHADUTOLA PH,6,6
BHADROLI HAL,6,6
PURAINI,6,6
PUNTHOTTAM,6,6
KOLHADI,6,6
KOLATUR,6,6
BORGAON,6,6
KANDAGHAT,6,6
VELLUR HALT,6,6
BOKO,6,6
VENKATESHAPU,6,6
KORARI,6,6
KONNUR HALT,6,6
LAKWA,6,6
DAULTA,6,6
LAKSHMANPUR,6,6
LAKHPAT NAGA,6,6
Proddatur,6,6
PUSLA,6,6
SONDHA ROAD,6,6
GUMGAON,6,6
RATONA,6,6
RATAN SAHAR,6,6
RADHA BALAMP,6,6
RACHAGUNNERI,6,6
BHADER,6,6
BHADANPUR,6,6
GHOKSADANGA,6,6
GHOGI BARIAR,6,6
GHIALA,6,6
RASAULI,6,6
VIJAYSOTA,6,6
VIJAYPUR,6,6
DEEG,6,6
BARAIPURA  H,6,6
BARAGAON,6,6
BANSPANI,6,6
BANSKHO,6,6
KANASAR,6,6
MUKHASA PARU,6,6
BOLDA,6,6
BOLAI,6,6
GUDIPUDI,6,6
GUDAPARTI,6,6
GUAGACHHA,6,6
RAHA,6,6
GHUNGHUTI,6,6
GHUNAS HALT,6,6
GHOSUNDA,6,6
GHOSRANA,6,6
GHOSIPURA,6,6
MUJNAI,6,6
KOTAPAR ROAD,6,6
KOT FATEH,6,6
KORNAHALLI,6,6
AGTHORI,6,6
AGRA CITY,6,6
VILAYAT KALA,6,6
VILAD,6,6
VIKRAM NAGAR,6,6
BODHAN,6,6
LAIBURWA HAL,6,6
LAGARGAWAN,6,6
LABAN,6,6
RANJAN GAON,6,6
RANGMAHAL,6,6
GOVINDNAGAR,6,6
GOVINDGARH,6,6
GOVERDHAN,6,6
RAHMAT NAGAR,6,6
BIWAI,6,6
BISWA BRIDGE,6,6
AGARAM SIBBA,6,6
ADRI ROAD,6,6
KOTHA PAKKI,6,6
KUTURUKHAMAR,6,6
KUTTAKUDI,6,6
RAJAGAMBIRAM,6,6
RAIPUR R-V B,6,6
RANGJULI,6,6
RAMTEK,6,6
AGOMONI,6,6
AGHWANPUR,6,6
KUSHTALA,6,6
KURUSI,6,6
KURUMURTHI,6,6
KURUD,6,6
KURSEONG,6,6
KURLASI,6,6
KANHEGAON,6,6
BLOCK HUT(A),6,6
BLOCK HUT 'C,6,6
GIR GADHADA,6,6
KANHARGAON N,6,6
RAMPARDA,6,6
GOPINATHJEW,6,6
BHITAURA,6,6
BHAINSA,6,6
RAJATHGARH J,6,6
BHIMKHOJ,6,6
KURBHAR,6,6
KURAM,6,6
KUPGAL,6,6
VRIDDHACHALA,6,6
SIRUVATTUR H,6,6
GOT (HALT),6,6
GOLSAR,6,6
RAJMANE,6,6
RAJMALPUR RO,6,6
RAJIYASAR,6,6
WARISGANJ HA,6,6
WANKANER CIT,6,6
SIRRI,6,6
GOLANA  HALT,6,6
ABJUGANJ,6,6
ADHYATMIK NA,6,6
ADHINPUR,6,6
ADESAR,6,6
YADVENDRANAG,6,6
BINDADKATTI,6,6
AMLO,6,6
KALLAGAM,6,6
SIRLI,6,6
MURSHADPUR,6,6
BAKKAS,6,6
WIHIRGAON,6,6
WIRUR,6,6
ASOKHAR,6,6
GODHNESHWAR,6,6
KUMARGHAT,6,6
KRISHNARAJSA,6,6
BASBARI,6,6
KUDATINI,6,6
KAJGAON,6,6
BINJHOL,6,6
WADODA,6,6
WANDAL,6,6
WALGAON,6,6
BIRAUL,6,6
BIRANG KHERA,6,6
KUCHESAR ROA,6,6
KUDSAD,6,6
CANSAULIM,5,5
BHADBHUNJA,5,5
BHARAT KUP,5,5
BILHAR GHAT,5,5
CHORGHAT PIP,5,5
BARAKALAN,5,5
BINAIKI,5,5
KYATANAKERI,5,5
BARAHU,5,5
RASAYANI,5,5
LAVAN SATYAG,5,5
LAUL,5,5
PATHRALA,5,5
NIDHANI,5,5
HARRAWALA,5,5
HAMIR GARH,5,5
SAHELI,5,5
NIDI,5,5
CHAKERI,5,5
ANPARA,5,5
PARLU,5,5
GOLE,5,5
BENAL H,5,5
PT RAM PRASA,5,5
KRISHNASHILA,5,5
PREMPUR,5,5
BOBAS,5,5
AHERWADI H,5,5
BADALPUR PH,5,5
GOKULGARH,5,5
USIAKHAS HAL,5,5
GHONSOR,5,5
BUGIA,5,5
PARSA TIWARI,5,5
SAROTRA ROAD,5,5
HARDAS BIGHA,5,5
PIR UMROD,5,5
HARANGUL,5,5
HERIA PH,5,5
LOKKADKOT,5,5
PATHAKPUR,5,5
JANIYANA,5,5
IBRAHIMPUR H,5,5
GUWARI GHAT,5,5
HAMARAPUR,5,5
PINDRAI,5,5
MAGARDAHA,5,5
ASHAPURNA DE,5,5
BILESHWAR,5,5
BANIYA SANDA,5,5
SANJUJA-DA-A,5,5
GARHA GOODS,5,5
HONAGANAHALL,5,5
KOLDE,5,5
ROOMA,5,5
PAPRAKUND,5,5
PUTTARRA,5,5
PRATABPUR HA,5,5
PRAGATI MAID,5,5
GAURA,5,5
KURASTI KALA,5,5
TAVARGATTI,5,5
PATIALA CANT,5,5
GANGADHRA,5,5
KHULDIL ROAD,5,5
PALHAWAS,5,5
GHANDHI SMRU,5,5
MACHHRAULI,5,5
KIKAKUI ROAD,5,5
LUCKNOW WEST,5,5
CHANDARI,5,5
DIGHAL,5,5
JEONARA,5,5
SHIKARA,5,5
SHAKTINAGAR,5,5
DHINDA,5,5
DHEKWAD,5,5
SHIRAVADE,5,5
SHOGHI,5,5
SHIVRAMPUR,5,5
KHED TEMPLE,5,5
KHATGAON,5,5
BAGUMRA,5,5
DHARAMPUR HI,5,5
ANGADGERI H,5,5
SIKARIA HALT,5,5
MAJHAULA HAL,5,5
JOHNA,5,5
JMTRA PARASW,5,5
KADLIMATTI H,5,5
KACHNARA,5,5
KAHER,5,5
DHANAKYA,5,5
TORANG,5,5
TONDALAGOPAV,5,5
NAINPUR JN.,5,5
KAILAHAT,5,5
DEVRI P.H,5,5
DEVBALODA CH,5,5
SITALPUR (BE,5,5
BARGI,5,5
KALADEHI,5,5
SITIMANI,5,5
BARETH,5,5
BARELIPAR,5,5
NACHINDA PH,5,5
MYNAGURI RD,5,5
BHIMARLAI,5,5
BHIMRANA,5,5
TIRALDIH,5,5
MAMAN,5,5
SUJALPUR PH,5,5
SUISA,5,5
KANKATHER,5,5
SULERJAVALGE,5,5
MOTIJHEEL,5,5
KANSPUR GUGA,5,5
MALWAN,5,5
MANDAL,5,5
SUKRIMANGELA,5,5
DALPAT SINGH,5,5
KESAVARAM HA,5,5
TIMMACHIPURA,5,5
TIMBARVA,5,5
TILWARA,5,5
SULEHALLI,5,5
AMBLE,5,5
KARBIGWAN,5,5
MANDOR,5,5
TIKRA PH,5,5
MANGROLIA,5,5
MANDURAI HAL,5,5
MEKKUDI HALT,5,5
CHORGI H,5,5
KAVAS,5,5
KUMARHATTI D,5,5
ZORAWARPURA,5,5
CHINTA PARRU,5,5
MARUDUR HALT,5,5
MARKADHANA,5,5
KUDALA SANGA,5,5
RANTEJ,4,4
RANPURA,4,4
GHUTAI,4,4
BISHALGARH,4,4
BIRPUR,4,4
BIROLIYA,4,4
AGAUTHAR HAL,4,4
AGASOD,4,4
KURWAI KETHO,4,4
KURKURA,4,4
GUMANIHAT,4,4
RATANGAON,4,4
PUSHPATTUR,4,4
AUSA ROAD,4,4
RATAN SARAI,4,4
RATABARI,4,4
RASULPUR GOG,4,4
GHORI  HALT,4,4
RAGHOULI,4,4
RAFINAGAR F,4,4
RADHA KISHOR,4,4
RABHRA HAALT,4,4
BMVR,4,4
BLOCK HUT B,4,4
ADRAJ MOTI,4,4
VIROCHANNAGA,4,4
KOTHARIYA,4,4
LAHOAL,4,4
LAHING,4,4
LAHAVIT,4,4
KYARKOP,4,4
KUSWA HALT,4,4
VINNAMANGALA,4,4
BHAKARAPET,4,4
BHAIRONPUR,4,4
BHADRI,4,4
PUNGGUDI,4,4
PUNDIBARI,4,4
GUNRAJPUR DH,4,4
GULAPALAYAMU,4,4
GULABPURA,4,4
POWAR KHEDA,4,4
GURMURA,4,4
AUJURI,4,4
ATWA MUTHIA,4,4
GHATIGAON,4,4
GHATALA,4,4
PUNAICHAK HA,4,4
PULICHERLA,4,4
PUDUNAGARAM,4,4
AWA GARH,4,4
VINHERE,4,4
VIKHRAN ROAD,4,4
AHJU,4,4
POPHLAJ,4,4
PIPALWALI CH,4,4
GARHMAU,4,4
GARHI SANDRA,4,4
LADERMER,4,4
LACHHMANGARH,4,4
KOTRA,4,4
KOSMA,4,4
KOSAI,4,4
LAKHAMANCHI,4,4
PONDUGULA,4,4
REMA,4,4
REDDIPALLI,4,4
RAYSER JAGIR,4,4
AGRAN DHULGA,4,4
VIJAPADI ROA,4,4
GURIYA,4,4
AVATIHALLI,4,4
AUWA,4,4
PIRTHIGANJ,4,4
PIPRALA,4,4
HALLIKHERK,4,4
HAIBARGAON,4,4
HADOBHANGI P,4,4
HADMADIYA,4,4
PJP ROAD HAL,4,4
PIMPAR KHED,4,4
PIPLAJ,4,4
PIPARIYAKELA,4,4
GARHARA,4,4
GARHA,4,4
RORA,4,4
ROHALKHURD,4,4
GAUNTRA,4,4
LAKHAKERA,4,4
LAKDIYA,4,4
BOCHASAN JN.,4,4
VIDURASWATTH,4,4
VENKATANARAS,4,4
VENKATAM PAL,4,4
VENKATAGIRIK,4,4
BORIBIAL,4,4
KOLLENGODE,4,4
KOLE,4,4
BOMMAGUNDANA,4,4
BANTA RUGHNA,4,4
BANSINALA HA,4,4
GAREA BIHAR,4,4
GANJ MURADAB,4,4
GANGUWADA,4,4
LALIT KHERA,4,4
LALBAGH,4,4
BORDUBI ROAD,4,4
BORDI ROAD,4,4
VELLIYANAI,4,4
KOHLI,4,4
KOHDAD,4,4
BES,4,4
BERORE,4,4
PHURSUNGI,4,4
PHULWARTANR,4,4
HANUMAN CIRC,4,4
ROWRIAH,4,4
BOLAGARH ROA,4,4
GAJU HALT,4,4
SADASHIVAPET,4,4
PHANDA,4,4
PHAKHOAGARM,4,4
HEMPUR,4,4
SAGPHATA,4,4
SAGADAPATA,4,4
SABLIROAD,4,4
ARSENI,4,4
ARKHA HALT,4,4
HANSPURA,4,4
PHULAGURI,4,4
PHULAD,4,4
KOLAYAT,4,4
LAMSAKHANG,4,4
VAYALPADU,4,4
VAVERA,4,4
VAVDI,4,4
LAWA SARDARG,4,4
HARWADA,4,4
HARUBERA,4,4
BHANAUR,4,4
BHAN KARI,4,4
BHAMBHEWA,4,4
BHALWANI,4,4
GALAN,4,4
GAJULAGUDEN,4,4
BABA LAKSHMA,4,4
HASTAVARAMU,4,4
BACHELI,4,4
BABUPETH,4,4
PATERHI,4,4
PATCHUR,4,4
SAJERPAR,4,4
SAJANVAV ROA,4,4
SAFIPUR,4,4
PEDDASANA,4,4
HATI,4,4
HATHRAS QILA,4,4
HATHIGADH,4,4
BETGARA,4,4
BETAWAD,4,4
LANGARPETH,4,4
PATIYARA,4,4
LATH HALT,4,4
KOLAIGRAM,4,4
KOLAD,4,4
BORSAD,4,4
VARUD,4,4
VARAHI,4,4
BILKHA,4,4
LATTERI,4,4
PATHARKANDI,4,4
GAJARA BAHAR,4,4
HAZARIBAGH T,4,4
LILAPURROAD,4,4
BENIGANJ,4,4
SALBARI,4,4
SALAI BANWA,4,4
SAKKARAYA PA,4,4
FATEHPUR-SHE,4,4
FATEHPUR CHA,4,4
HER,4,4
HOL,4,4
GADIGANURU,4,4
GADHAKADA,4,4
PATOHAN,4,4
PATNA GHAT,4,4
TEJPURWA (HA,4,4
TEHARKA,4,4
TEEGAON,4,4
TAUHEED,4,4
TATI,4,4
TATAPPARAI,4,4
KATKAMASANDI,4,4
MANTAPAMPALL,4,4
MANOHARGANJ,4,4
CHIKSUGUR,4,4
CHIKNI ROAD,4,4
CHIKMAGALURU,4,4
CHIKBALLAPUR,4,4
KIVARLI,4,4
LINCH,4,4
HISVAHAL,4,4
HIRISAVE,4,4
FARHANTNAGAR,4,4
BHARATWADA,4,4
SALHANA,4,4
PARWAKHURD H,4,4
PARSOLI,4,4
LIHURI PH,4,4
BRIJ KISHOR,4,4
VANIROAD,4,4
LODHMA,4,4
CHITHARI HAL,4,4
CHITAL,4,4
BUDA BHARTHA,4,4
VALHA,4,4
BANNI MAHAMM,4,4
BANKODA,4,4
ARASALU,4,4
ARAON,4,4
SALKHAPUR,4,4
